,Unnamed: 0,filename,sentence,up_votes,down_votes,gender,score,duration[ms]
62,412801,common_voice_en_174.mp3,"If he makes a buying mistake, it doesn't affect him much.",42,0,male_masculine,42,4320
63,412800,common_voice_en_173.mp3,"The boy offered his bottle, hoping that the old man would leave him alone.",43,1,male_masculine,42,5352
64,467247,common_voice_en_10986.mp3,I wished I had a light to smoke by.,46,4,male_masculine,42,4056
65,263374,common_voice_en_809.mp3,"I'll just watch him, he said to himself.",43,2,male_masculine,41,4776
66,587039,common_voice_en_3539.mp3,I myself heard nothing of that.,43,2,male_masculine,41,2736
67,412796,common_voice_en_169.mp3,It was such a gradual movement that he found it only by noticing the dots.,42,1,male_masculine,41,5784
68,587036,common_voice_en_3536.mp3,I locked eyes with a fish in the tank.,41,0,male_masculine,41,2928
69,412789,common_voice_en_161.mp3,Don't ask me why; I don't know why.,43,2,male_masculine,41,3600
70,412799,common_voice_en_172.mp3,He wasn't an alchemist!,44,3,male_masculine,41,2568
71,332635,common_voice_en_43184.mp3,"In spite of this, I still believed that there were men in Mars.",41,1,male_masculine,40,3936
72,412787,common_voice_en_159.mp3,"And, if you improve on the present, what comes later will also be better.",40,0,male_masculine,40,4704
73,308936,common_voice_en_627.mp3,"But, just before lunchtime, a boy stopped in front of the shop.",46,6,male_masculine,40,4584
74,587021,common_voice_en_3521.mp3,I have already described the appearance of that colossal bulk which was embedded in the ground.,42,2,male_masculine,40,7224
75,332629,common_voice_en_43178.mp3,You can't believe it's not butter?,42,2,male_masculine,40,2544
76,1093877,common_voice_en_38741484.mp3,It is part of the Marine Corps Base Camp Smedley D. Butler complex.,40,0,male_masculine,40,5472
77,467252,common_voice_en_10991.mp3,"The level ground was blackened as far as one could see, and it was still giving off smoke.",42,2,male_masculine,40,6624
78,587034,common_voice_en_3534.mp3,"I remember how I sat on the table there in the blackness, with patches of green and crimson swimming before my eyes.",40,0,male_masculine,40,7128
79,332624,common_voice_en_43173.mp3,I would have won the Junior Olympics if not for those medaling kids.,41,1,male_masculine,40,4824
80,308927,common_voice_en_616.mp3,I don't know the desert that well yet.,46,7,male_masculine,39,2256
81,378281,common_voice_en_1115.mp3,Then a man approached.,40,1,male_masculine,39,3768
82,587033,common_voice_en_3533.mp3,I went stretching my legs clumsily and feeling my way in the dark.,40,1,male_masculine,39,6168
83,587032,common_voice_en_3532.mp3,The thing itself was almost entirely buried in sand.,41,2,male_masculine,39,4440
84,412788,common_voice_en_160.mp3,"And it's not love to see everything from a distance, like you do.",39,0,male_masculine,39,4344
85,378284,common_voice_en_1118.mp3,Because you will never again be able to keep it quiet.,40,1,male_masculine,39,4416
86,308933,common_voice_en_623.mp3,"It's not what enters men's mouths that's evil, said the alchemist.",44,5,male_masculine,39,5304
87,587052,common_voice_en_3552.mp3,No one seemed to have thought about it that night.,41,2,male_masculine,39,3624
88,587041,common_voice_en_3541.mp3,The turf and gravel around it seemed charred as if by a sudden explosion.,39,0,male_masculine,39,5400
89,467250,common_voice_en_10989.mp3,"Air was either entering or escaping at the rim with a thin, sizzling sound.",41,3,male_masculine,38,7800
90,308929,common_voice_en_618.mp3,He needed someone to talk to so as to avoid thinking about the possibility of war.,41,3,male_masculine,38,5304
91,587043,common_voice_en_3543.mp3,It was faintly marked with transverse stripes and slightly flattened from the perfect round.,38,0,male_masculine,38,6864
92,587040,common_voice_en_3540.mp3,You point to a trail of ants leading into the house.,38,0,male_masculine,38,4248
93,263377,common_voice_en_812.mp3,He picked up the two stones and put them back in his pouch.,40,3,male_masculine,37,5304
94,332626,common_voice_en_43175.mp3,I found a little crowd of about twenty people surrounding the huge hole.,38,1,male_masculine,37,3864
95,378292,common_voice_en_1126.mp3,"And this is for me, said the alchemist, keeping one of the parts.",39,2,male_masculine,37,5664
96,412804,common_voice_en_178.mp3,Don't forget that everything you deal with is only one thing and nothing else.,40,3,male_masculine,37,5544
97,467233,common_voice_en_10971.mp3,The end of the cylinder was still as Ogilvy and Henderson had left it.,59,23,male_masculine,36,9288
98,279698,common_voice_en_1512.mp3,They set off running wildly into the trees.,37,1,male_masculine,36,3360
99,263371,common_voice_en_806.mp3,You could have died after peace had been declared.,40,4,male_masculine,36,5688
100,587047,common_voice_en_3547.mp3,The burning fire had been extinguished.,36,0,male_masculine,36,3480
101,587037,common_voice_en_3537.mp3,"I had the ""everyone has Gary Busey's teeth"" dream again.",37,1,male_masculine,36,5208
102,378286,common_voice_en_1120.mp3,"But, if you can, try to make your own decisions.",37,1,male_masculine,36,4680
103,378285,common_voice_en_1119.mp3,I found a little crowd of about twenty people surrounding the huge hole.,36,0,male_masculine,36,6144
104,332622,common_voice_en_43171.mp3,The top had certainly ceased to rotate.,37,1,male_masculine,36,2544
105,332631,common_voice_en_43180.mp3,I'm going to them.,36,0,male_masculine,36,2256
106,378291,common_voice_en_1125.mp3,"He didn't want his hand to begin trembling, showing the old woman that he was fearful.",38,2,male_masculine,36,8496
107,378280,common_voice_en_1114.mp3,"And he asked the boy if he, too, were in search of the alchemist.",36,1,male_masculine,35,6792
108,587042,common_voice_en_3542.mp3,"We don't know what's in the confounded thing, do you?",35,0,male_masculine,35,3888
109,308934,common_voice_en_625.mp3,"He came to understand its dodges and tricks, and to accept it as it was.",38,3,male_masculine,35,4536
110,587038,common_voice_en_3538.mp3,I heard a peculiar humming sound from the pit.,37,2,male_masculine,35,3720
111,587031,common_voice_en_3531.mp3,Some storms are worth the wreckage.,35,0,male_masculine,35,3192
112,378288,common_voice_en_1122.mp3,"I'll work all night, until dawn, and I'll clean every piece of crystal in your shop.",36,1,male_masculine,35,7800
113,467255,common_voice_en_10994.mp3,I was impatient to see it opened.,38,3,male_masculine,35,3288
114,332625,common_voice_en_43174.mp3,A large piece suddenly came off and fell with a loud and sharp noise.,35,0,male_masculine,35,4416
115,279694,common_voice_en_1508.mp3,Many telescopes were pointed at it.,38,3,male_masculine,35,2664
116,587054,common_voice_en_3554.mp3,The streamer of gas came out towards us.,36,1,male_masculine,35,3912
117,467251,common_voice_en_10990.mp3,The guy thought he was a lunatic at large and made an unsuccessful attempt to stop him.,42,7,male_masculine,35,8160
118,332636,common_voice_en_43185.mp3,The streamer of gas came out towards us.,35,1,male_masculine,34,2976
119,587048,common_voice_en_3548.mp3,"My wife pointed out to me the brightness of the red, green, and yellow signal lights.",36,2,male_masculine,34,5712
120,412798,common_voice_en_171.mp3,They stood there looking at the moon.,36,2,male_masculine,34,2664
121,467244,common_voice_en_10983.mp3,"There were raised voices,and some sort of struggle appeared to be going on. .",47,14,male_masculine,33,5664
122,412795,common_voice_en_168.mp3,Don't try to enter into the life of the oasis.,36,3,male_masculine,33,4128
123,263378,common_voice_en_813.mp3,"The strange horseman drew an enormous, curved sword from a scabbard mounted on his saddle.",33,1,male_masculine,32,9240
124,587053,common_voice_en_3553.mp3,"In spite of this, I still believed that there were men in Mars.",32,0,male_masculine,32,4248
125,587049,common_voice_en_3549.mp3,There was very little talking.,34,2,male_masculine,32,2616
126,378283,common_voice_en_1117.mp3,"He wandered for a while, keeping the date palms of the oasis within sight.",32,1,male_masculine,31,5544
127,378279,common_voice_en_1113.mp3,I think they perceived that nothing was to be done at the moment.,32,1,male_masculine,31,4584
128,352697,common_voice_en_1341.mp3,The wind began to blow again.,32,1,male_masculine,31,3456
129,263370,common_voice_en_805.mp3,Why a revolver? he asked.,36,5,male_masculine,31,3864
130,587044,common_voice_en_3544.mp3,He approached the mass and was surprised at the size and the shape.,31,0,male_masculine,31,4584
131,587050,common_voice_en_3550.mp3,Can I get a woot woot!?,36,5,male_masculine,31,3168
132,587046,common_voice_en_3546.mp3,Even then he hardly understood what this meant.,31,0,male_masculine,31,3792
133,412805,common_voice_en_179.mp3,"We were all made by the same hand, and we have the same soul.",37,6,male_masculine,31,4752
134,412786,common_voice_en_158.mp3,"Where do you live? shouted the boy, as the horseman rode away.",35,4,male_masculine,31,4056
135,412790,common_voice_en_162.mp3,"But instead of being saddened, he was happy.",34,3,male_masculine,31,4320
136,263372,common_voice_en_807.mp3,He brought six sheep with him.,31,1,male_masculine,30,2832
137,587051,common_voice_en_3551.mp3,He had seen the shooting star and was persuaded that a meteorite lay somewhere nearby.,32,2,male_masculine,30,6864
138,332633,common_voice_en_43182.mp3,It seemed to him that it fell to earth about one hundred miles east of here.,30,0,male_masculine,30,3984
139,279701,common_voice_en_1515.mp3,A line of flame high can be seen in the atmosphere.,31,1,male_masculine,30,3984
140,279696,common_voice_en_1510.mp3,Scattered groups of people were hurrying from the direction of Woking.,31,2,male_masculine,29,4536
141,263373,common_voice_en_808.mp3,"He knew what I was thinking, the boy said to himself.",36,7,male_masculine,29,5208
142,587045,common_voice_en_3545.mp3,I got drunk yesterday and thought I built a super computer.,30,1,male_masculine,29,4008
143,279692,common_voice_en_1506.mp3,My review of the sun: one star.,31,2,male_masculine,29,3840
144,378282,common_voice_en_1116.mp3,"The sea has lived on in this shell, because that's its destiny.",30,2,male_masculine,28,5424
145,279699,common_voice_en_1513.mp3,"At the first glance, it was really not very exciting.",29,1,male_masculine,28,3768
146,274544,common_voice_en_2132.mp3,Some do come back.,27,0,male_masculine,27,3504
147,301226,common_voice_en_1209.mp3,"I don't know how to find life in the desert, the boy said.",28,1,male_masculine,27,4848
148,279703,common_voice_en_1517.mp3,He had seen the shooting star and was persuaded that a meteorite lay somewhere nearby.,30,3,male_masculine,27,4704
149,412794,common_voice_en_167.mp3,Every search begins with beginner's luck.,28,1,male_masculine,27,3672
150,301234,common_voice_en_1217.mp3,He told her about the morning's meeting.,27,0,male_masculine,27,3888
151,412803,common_voice_en_177.mp3,"What's the world's greatest lie? the boy asked, completely surprised.",36,9,male_masculine,27,6384
152,1416307,common_voice_en_37306512.mp3,The Western Isles is a member of the International Island Games Association.,30,3,male_masculine,27,7200
153,378293,common_voice_en_1127.mp3,"Since the miner had sacrificed everything to his destiny, the old man decided to become involved.",30,3,male_masculine,27,8832
154,332623,common_voice_en_43172.mp3,What had been next to him five minutes ago was now at the other side.,26,0,male_masculine,26,3936
155,1705707,common_voice_en_38233263.mp3,She was involved in cases involving health and safety law and money laundering.,28,2,male_masculine,26,8460
156,332630,common_voice_en_43179.mp3,The thought was so dreadful to him that he forgot about the heat and went forward.,31,5,male_masculine,26,4416
157,378296,common_voice_en_1130.mp3,"The boy noticed that the owner of the bar stood nearby, listening attentively to their conversation.",29,3,male_masculine,26,7104
158,352693,common_voice_en_1337.mp3,I locked eyes with a fish in the tank.,26,0,male_masculine,26,3336
159,274553,common_voice_en_2141.mp3,I found these one day in the fields.,27,1,male_masculine,26,3816
160,279700,common_voice_en_1514.mp3,That sobered him a little.,30,5,male_masculine,25,1824
161,352699,common_voice_en_1343.mp3,"They spoke about mercury, salt, dragons, and kings, and he didn't understand any of it.",25,0,male_masculine,25,7704
162,352690,common_voice_en_1334.mp3,The idea frightened him.,25,0,male_masculine,25,2016
163,332628,common_voice_en_43177.mp3,"At that time, it was quite clear in my own mind that the thing had come from the planet Mars.",27,2,male_masculine,25,5736
164,274555,common_voice_en_2143.mp3,Based on the omens of the present.,27,2,male_masculine,25,2832
165,1139414,common_voice_en_33151102.mp3,Price was thirteen when she landed in Tennessee.,24,0,male_masculine,24,3492
166,780587,common_voice_en_9157.mp3,The boy's name was Santiago.,24,0,male_masculine,24,3024
167,412785,common_voice_en_157.mp3,The top had certainly ceased to rotate.,27,3,male_masculine,24,4224
168,780545,common_voice_en_9114.mp3,Because you have already lost your savings twice.,25,1,male_masculine,24,3696
169,760001,common_voice_en_16635.mp3,"Had our instruments permitted it, we might have been able to see the trouble way back when.",24,0,male_masculine,24,5520
170,1804754,common_voice_en_23355029.mp3,"Together with Helen Marden, they have two daughters, Mirabelle and Melia.",26,2,male_masculine,24,7224
171,301225,common_voice_en_1208.mp3,He remembered the sword.,24,0,male_masculine,24,2688
172,1310223,common_voice_en_36878121.mp3,The finds are mainly obsidian products.,24,0,male_masculine,24,2808
173,352684,common_voice_en_1327.mp3,"The world speaks many languages, the boy thought.",24,0,male_masculine,24,4056
174,412793,common_voice_en_166.mp3,"I think it's about bird hunting, but now I can see how that might be misinterpreted.",30,7,male_masculine,23,6912
175,1319462,common_voice_en_513961.mp3,"If you start your emails with ""Greetings"" let me be the first to welcome you to Earth.",23,0,male_masculine,23,7776
176,412797,common_voice_en_170.mp3,"And there were dunes, rocks, and plants that insisted on living where survival seemed impossible.",26,3,male_masculine,23,6048
177,332627,common_voice_en_43176.mp3,Henderson stood up with a spade in his hand.,23,0,male_masculine,23,3024
178,352688,common_voice_en_1332.mp3,"When you play cards the first time, you are almost sure to win.",23,1,male_masculine,22,5184
179,352692,common_voice_en_1336.mp3,"Well, usually I learn more from my sheep than from books, he answered.",22,0,male_masculine,22,5016
180,780579,common_voice_en_9149.mp3,"He listened to the wind, and felt the stones beneath his feet.",23,1,male_masculine,22,4104
181,780598,common_voice_en_9168.mp3,"I can clean up those glasses in the window, if you want, said the boy.",22,0,male_masculine,22,4344
182,1058148,common_voice_en_121087.mp3,"From the railway station in the distance came the sound of trains, ringing and rumbling.",24,2,male_masculine,22,5784
183,274549,common_voice_en_2137.mp3,He saw that Fatima's eyes were filled with tears.,24,2,male_masculine,22,4320
184,269903,common_voice_en_38582448.mp3,This look is almost universally used with one fullback one halfback.,22,0,male_masculine,22,5796
185,530498,common_voice_en_7877.mp3,Absolutely despicable that gingerbread men are forced to live in houses made of their own flesh.,24,2,male_masculine,22,5880
186,450859,common_voice_en_3422.mp3,"The old man was probably a Gypsy, too.",23,1,male_masculine,22,4992
187,956968,common_voice_en_37531352.mp3,During floods the creek becomes a braided channel.,22,0,male_masculine,22,4284
188,274552,common_voice_en_2140.mp3,He decided to stay right there and await his return.,24,3,male_masculine,21,4824
189,274546,common_voice_en_2134.mp3,"His new friend pushed the owner aside, and pulled the boy outside with him.",24,3,male_masculine,21,6624
190,412806,common_voice_en_180.mp3,He could always go back to being a shepherd.,24,3,male_masculine,21,3240
191,301107,common_voice_en_9800.mp3,Even then he hardly understood what this meant.,21,0,male_masculine,21,3552
192,279695,common_voice_en_1509.mp3,I found a little crowd of about twenty people surrounding the huge hole.,22,1,male_masculine,21,4728
193,279702,common_voice_en_1516.mp3,"You don't have to be rich, skinny, popular, or even own a cape to perform a random act of kindness.",24,3,male_masculine,21,5904
194,530479,common_voice_en_7857.mp3,All that time the Martians must have been getting ready.,21,0,male_masculine,21,5664
195,352689,common_voice_en_1333.mp3,He brought six sheep with him.,22,1,male_masculine,21,2664
196,352698,common_voice_en_1342.mp3,"Don't be impatient, he repeated to himself.",21,0,male_masculine,21,3624
197,1285778,common_voice_en_31502165.mp3,Mathematician Paul Althaus Smith was consulted to help with formatting the unique game.,21,0,male_masculine,21,7920
198,780535,common_voice_en_9104.mp3,"They're not worth much, the Englishman answered.",20,0,male_masculine,20,3144
199,530475,common_voice_en_7853.mp3,He stood irresolute for a moment and then scrambled out of the pit.,23,3,male_masculine,20,10896
200,263369,common_voice_en_804.mp3,The woman was silent for some time.,20,0,male_masculine,20,3192
201,503400,common_voice_en_12991.mp3,The boy didn't want to talk about the Pyramids.,20,0,male_masculine,20,3600
202,1825695,common_voice_en_32357777.mp3,Its native range is Peninsula Malaysia.,22,2,male_masculine,20,4140
203,450858,common_voice_en_3421.mp3,"Well, I'd like to see their land, and see how they live, said his son.",20,0,male_masculine,20,7008
204,453439,common_voice_en_10644.mp3,Many telescopes were pointed at it.,20,0,male_masculine,20,2904
205,772370,common_voice_en_13343.mp3,Ogilvy told him everything that he had seen.,20,0,male_masculine,20,3624
206,780577,common_voice_en_9147.mp3,So now I'm a camel driver.,21,1,male_masculine,20,3096
207,610485,common_voice_en_35337682.mp3,At least two genera are known from Antarctica.,20,0,male_masculine,20,4716
208,450835,common_voice_en_3398.mp3,It turned out to be a bitter tea.,21,1,male_masculine,20,4992
209,1455712,common_voice_en_35193836.mp3,The album was played in full.,20,0,male_masculine,20,3276
210,1319479,common_voice_en_513980.mp3,"There was a lot of shouting, and one man was even jesting.",20,0,male_masculine,20,4296
211,780561,common_voice_en_9130.mp3,"All I saw was an army, said the boy.",20,0,male_masculine,20,2976
212,352691,common_voice_en_1335.mp3,"When he had completed the cleaning, he asked the man for something to eat.",21,1,male_masculine,20,5016
213,301233,common_voice_en_1216.mp3,"They forgot that lead, copper, and iron have their own destinies to fulfill.",20,0,male_masculine,20,5520
214,301227,common_voice_en_1210.mp3,Now his intuition was that he had been right in coming.,22,3,male_masculine,19,5160
215,587035,common_voice_en_3535.mp3,Hires two personal trainers and make one of them train the other one.,28,9,male_masculine,19,4800
216,272874,common_voice_en_15946.mp3,"In spite of this, I still believed that there were men in Mars.",19,0,male_masculine,19,6480
217,772368,common_voice_en_13341.mp3,"It seemed such a little thing, so bright and small and still.",20,1,male_masculine,19,6024
218,263368,common_voice_en_803.mp3,"You and I aren't like Hassan, that rich merchant.",20,1,male_masculine,19,4704
219,503395,common_voice_en_12986.mp3,The boy knew the desert sensed his fear.,19,0,male_masculine,19,3864
220,780570,common_voice_en_9139.mp3,"I'm not going to charge you anything now, she said.",19,0,male_masculine,19,3456
221,772390,common_voice_en_13363.mp3,That sobered him a little.,19,0,male_masculine,19,2688
222,776437,common_voice_en_13620.mp3,He was alarmed by what had happened.,19,0,male_masculine,19,3864
223,780602,common_voice_en_9172.mp3,They could barely see the boy.,19,0,male_masculine,19,1944
224,352694,common_voice_en_1338.mp3,The boy was also saddened; his friend was in pursuit of his destiny.,19,0,male_masculine,19,5784
225,772399,common_voice_en_13372.mp3,The burning fire had been extinguished.,19,0,male_masculine,19,3792
226,508900,common_voice_en_9545.mp3,"I've already had that experience with my sheep, and now it's happening with people.",19,0,male_masculine,19,5664
227,780584,common_voice_en_9154.mp3,"If he makes a buying mistake, it doesn't affect him much.",19,0,male_masculine,19,3864
228,279697,common_voice_en_1511.mp3,YOU WANNA TAKE THIS OUTSIDE?,22,4,male_masculine,18,1992
229,780542,common_voice_en_9111.mp3,Some of the grey ash was falling off the circular edge.,18,0,male_masculine,18,3456
230,338474,common_voice_en_41178.mp3,"Then he dropped his spade, picked up his jacket, and came out into the road.",18,0,male_masculine,18,5592
231,1415955,common_voice_en_37289915.mp3,"A lifelong bachelor, he was survived by his sisters, nieces and nephews.",18,0,male_masculine,18,7668
232,587012,common_voice_en_3512.mp3,But I didn’t think that it contained any living creature.,22,4,male_masculine,18,3864
233,503407,common_voice_en_12998.mp3,"But the marketplace was empty, and he was far from home, so he wept.",18,0,male_masculine,18,6168
234,274551,common_voice_en_2139.mp3,"He knew what I was thinking, the boy said to himself.",22,4,male_masculine,18,5472
235,530483,common_voice_en_7861.mp3,Will you give me your blessing? asked the boy.,18,0,male_masculine,18,5184
236,274550,common_voice_en_2138.mp3,have trusted more in your love for Fatima.,24,6,male_masculine,18,3792
237,508873,common_voice_en_9518.mp3,I SHALL MAKE US SOME ICE CUBES.,18,0,male_masculine,18,2880
238,772373,common_voice_en_13346.mp3,It must have fallen while I was sitting over there.,18,0,male_masculine,18,3384
239,859070,common_voice_en_16231.mp3,"Looking through the telescope, I saw a circle of deep blue and the little round planet.",19,1,male_masculine,18,6984
240,454441,common_voice_en_39582470.mp3,But that’s because I’m used to Edgar and Isabella Linton.,18,0,male_masculine,18,3996
241,761431,common_voice_en_37269918.mp3,In this town actress Ofelia Cano was born.,18,0,male_masculine,18,4320
242,172857,common_voice_en_7989.mp3,"He did find it, soon after dawn, and not far from the sand pits.",18,0,male_masculine,18,5544
243,780551,common_voice_en_9120.mp3,"You can't offer me something that is already mine, the chief said, arrogantly.",18,0,male_masculine,18,5136
244,1829698,common_voice_en_36636888.mp3,They were ordered to fast for ten days in the usual manner.,20,2,male_masculine,18,7092
245,453438,common_voice_en_10643.mp3,"And at that I told him, and he took my place.",18,0,male_masculine,18,3384
246,546608,common_voice_en_37838732.mp3,Today the event attracts over a million visitors to Nice every year.,18,0,male_masculine,18,8028
247,741185,common_voice_en_38502789.mp3,Macindoe played for Glasgow Academicals.,20,2,male_masculine,18,4896
248,546592,common_voice_en_37838681.mp3,The College also features its own deli: Ctrl-Alt-Deli.,18,0,male_masculine,18,6120
249,378295,common_voice_en_1129.mp3,The boy's name was Santiago.,18,0,male_masculine,18,2184
250,352695,common_voice_en_1339.mp3,Absolutely despicable that gingerbread men are forced to live in houses made of their own flesh.,18,0,male_masculine,18,7824
251,1415808,common_voice_en_37289521.mp3,Located north of the Golden Ring of Russia.,18,0,male_masculine,18,3888
252,1368347,common_voice_en_36382677.mp3,Somebody must take care of the Etruscans and prepare vessels of honor at home.,21,3,male_masculine,18,9036
253,772335,common_voice_en_13307.mp3,I would have won the Junior Olympics if not for those medaling kids.,18,0,male_masculine,18,5424
254,301228,common_voice_en_1211.mp3,No one paid any attention to the two travelers.,18,0,male_masculine,18,4344
255,628185,common_voice_en_11836.mp3,"They were people of the desert, and clamored to hear his stories about the great cities.",18,0,male_masculine,18,6192
256,1044669,common_voice_en_18916.mp3,They tell their incredible stories at the time when you want to hear them.,18,0,male_masculine,18,4656
